0.0065268,4.7939e-05
0.006533,4.7709e-05
0.0065453,4.7473e-05
0.0065391,4.7233e-05
0.0065268,4.6987e-05
0.0065022,4.6738e-05
0.0065022,4.6483e-05
0.006496,4.6225e-05
0.0064776,4.5963e-05
0.0064653,4.5697e-05
0.006453,4.5428e-05
0.0064407,4.5157e-05
0.0064468,4.4883e-05
0.0064591,4.4606e-05
0.006496,4.4328e-05
0.0065268,4.4047e-05
0.0065514,4.3766e-05
0.0065576,4.3483e-05
0.0065514,4.3199e-05
0.0065391,4.2915e-05
0.0065084,4.2631e-05
0.0064837,4.2347e-05
0.0064653,4.2063e-05
0.0064468,4.1779e-05
0.0064283,4.1497e-05
0.0064222,4.1216e-05
0.0064222,4.0936e-05
0.0064468,4.0658e-05
0.0064776,4.0382e-05
0.0064776,4.0107e-05
0.0064714,3.9836e-05
0.0064591,3.9567e-05
0.006453,3.9301e-05
0.006453,3.9038e-05
0.0064653,3.8778e-05
0.0064899,3.8522e-05
0.0065145,3.827e-05
0.0065207,3.8021e-05
0.0065207,3.7777e-05
0.0065268,3.7537e-05
0.0065268,3.7301e-05
0.0065207,3.707e-05
0.0065145,3.6844e-05
0.0065084,3.6623e-05
0.0064714,3.6406e-05
0.0064099,3.6195e-05
0.0063791,3.5989e-05
0.0063914,3.5788e-05
0.0064283,3.5593e-05
0.0064837,3.5403e-05
0.006496,3.5219e-05
0.006496,3.504e-05
0.0065207,3.4867e-05
0.0065268,3.4699e-05
0.0065268,3.4537e-05
0.006533,3.4381e-05
0.0065207,3.4231e-05
0.0065268,3.4086e-05
0.0064899,3.3947e-05
0.0064776,3.3814e-05
0.0064837,3.3686e-05
0.0064837,3.3564e-05
0.0064899,3.3448e-05
0.0065084,3.3337e-05
0.0064837,3.3231e-05
0.0064714,3.313e-05
0.0064776,3.3035e-05
0.0065022,3.2945e-05
0.0065145,3.286e-05
0.0065145,3.2779e-05
0.0064776,3.2704e-05
0.0064591,3.2633e-05
0.006453,3.2566e-05
0.0064653,3.2504e-05
0.0064899,3.2446e-05
0.0065207,3.2391e-05
0.0065268,3.2341e-05
0.0065453,3.2294e-05
0.0065514,3.2251e-05
0.0065576,3.2211e-05
0.0065453,3.2174e-05
0.0065514,3.214e-05
0.0065391,3.2109e-05
0.0065084,3.208e-05
0.0064776,3.2053e-05
0.0064776,3.2028e-05
0.006496,3.2006e-05
0.0065022,3.1985e-05
0.0065022,3.1965e-05
